Mach,CD
7.34,0.9164844023709424012350243863
7.35,0.9162113717108488934101547448
7.36,0.9159391644129495704430941976
7.37,0.9156677760492626348046438143
7.38,0.9153972171265690495663103125
7.39,0.9151274641062113433316015903
7.40,0.9148585243421694958987863947
7.41,0.9145903871889485050991551424
7.42,0.9143230488772819505348883379
7.43,0.9140565096313555087132796507
7.44,0.9137907759802859027300184212
7.45,0.9135258350488156618706384632
7.46,0.9132616867830765879393199743
7.47,0.9129983083206090853157748158
7.48,0.9127357262541156495508124696
7.49,0.9124739211031535055467828698
7.50,0.9122128983669009847700914046
7.51,0.9119526485670994506992699334
7.52,0.9116931683380816277793721431
7.53,0.9114344648966032872552938070
7.54,0.9111765182098327678791142489
7.55,0.9109193244145974186821213166
7.56,0.9106629034831707265393028503
7.57,0.9104072315814149772395868881
7.58,0.9101523089614263925390695324
7.59,0.9098981520723604586151500274
7.60,0.9096447187574949416649678956
7.61,0.9093920487267949293102703217
7.62,0.9091401190147218020217197960
7.63,0.9088889169482302174563065719
7.64,0.9086384425193495626703394047
7.65,0.9083887120074357919912567308
7.66,0.9081397054092973264161516462
7.67,0.9078914398166206607538354592
7.68,0.9076438839267831222669504474
7.69,0.9073970440587636886915565404
7.70,0.9071509199780648865807787314
7.71,0.9069055209089589579441861392
7.72,0.9066608237321690350625305791
7.73,0.9064168369137136962890902659
7.74,0.9061735673671096211615788321
7.75,0.9059309943469433137281431688
7.76,0.9056891173651101531379436586
7.77,0.9054479433604560271720797054
7.78,0.9052074598157588806835715391
7.79,0.9049676667574427251264303127
7.80,0.9047285706666814697511705456
7.81,0.9044901615742245993414622531
7.82,0.9042524269935150205208029312
7.83,0.9040153839403888654455397229
7.84,0.9037790129671491130626622455
7.85,0.9035433311028406631222790963
7.86,0.9033083056536938761297197994
7.87,0.9030739571742923806832103355
7.88,0.9028402717380493987074919385
7.89,0.9026072599010062311087259552
7.90,0.9023749077641445897131144410
7.91,0.9021432068648219969934952956
7.92,0.9019121813687231681703126959
7.93,0.9016818018433954646042168939
7.94,0.9014520771164932344733020482
7.95,0.9012229953266855398525017870
7.96,0.9009945633796096171532766552
7.97,0.9007667815887286939162195868
7.98,0.9005396464122516215292617675
7.99,0.9003131486599368856723462176
8.00,0.9000872750268754543474800529
8.01,0.8998620534618421736807453122
8.02,0.8996374540377463868479826807
8.03,0.8994134844654532269571400263
8.04,0.8991901519836463508847229054
8.05,0.8989674371589268889036600257
8.06,0.8987453463041418358516694760
8.07,0.8985238699870548771940959073
8.08,0.8983030240632991662962591779
8.09,0.8980827903089906876249069291
8.10,0.8978631648085655218367515086
8.11,0.8976441655943152472089339658
8.12,0.8974257434756769514703481900
8.13,0.8972079646134377567658633746
8.14,0.8969907693414882402327793027
8.15,0.8967741752379386496724125015
8.16,0.8965582003709229212862719171
8.17,0.8963427946021799009895831995
8.18,0.8961280041602223316978577322
8.19,0.8959138016998608416018130304
8.20,0.8957001907219426914439860911
8.21,0.8954871620463969804490285591
8.22,0.8952747255785588566241460064
8.23,0.8950628684992088819568296284
8.24,0.8948515984738945776844022805
8.25,0.8946409058481835714262133822
